OBJECTID,CNSTRNT_TYPE_CD,TRVL_DRCT_CD,RTE_NM,CNSTRNT_DELAY_FLAG,CNSTRNT_DETOUR_FLAG,RDWAY_NM,CNSTRNT_METRO_FLAG,LMT_FROM_DSCR,LMT_TO_DSCR,COND_DSCR,FROM_RMKR_NBR,FROM_DISP_MS,TO_RMKR_NBR,TO_DISP_MS,CREATE_TS,ROW_UPDT_STAT_FLAG,TXDOT_COUNTY_NBR,HCRS_CNTYWIDE_FLAG,COND_START_TS,COND_END_TS,Latitude,Longitude
105,F,EW,FM0145,N,N,,N,,,Water over roadway. Water over the roadway.  Travel with caution. ,230,0,230,0,5/16/2015 16:52,0,219,,5/16/2015 17:00,5/17/2015 11:45,34.37537292,-101.688346
106,F,NS,FM2190,N,N,,N,1.488 Miles West of SH0148 on FM2190,,Water over roadway. Road Closed due to high water from heavy rainfall.  Will be closed until water receds.  It is being monitored by Tex Dot crew.  ,510,-0.427,510,-0.427,5/16/2015 23:57,0,120,,5/16/2015 23:49,5/17/2015 6:00,33.29568258,-98.20956184
107,F,NS,FM2127,N,N,,N,2.079 Miles South of FM1125 on FM2127,,Water over roadway. High water over the roadway due to heavy rain fall.  Road is not passable. ,524,0.267,524,0.267,5/17/2015 2:28,1,120,,5/17/2015 2:30,5/17/2015 6:00,33.39114516,-97.93655672
108,Z,EW,RM0152,N,N,,N,0.7  Miles West of SH0016,,The roadway is closed due to high water. water over road at 6 mile two feet,484,0.01,484,0.01,5/18/2015 21:19,1,150,,5/18/2015 21:08,5/18/2015 23:45,30.75125823,-98.68747419
109,Z,NS,RM2323,N,N,,N,NaN  Miles West of SH0016,,The roadway is closed due to high water. ,452,,452,,5/18/2015 21:27,1,150,,5/18/2015 21:22,5/18/2015 23:45,30.73623195,-98.68367461
110,Z,NS,RM2323,N,N,,N,NaN  Miles West of SH0016,,The roadway is closed due to high water. ,452,,452,,5/18/2015 21:28,1,150,,5/18/2015 21:22,5/18/2015 23:45,30.73623195,-98.68367461
111,F,EW,FM2127,N,N,,N,1.881 Miles East of SH0148 on FM2127,,Water over roadway. Roadway is now determined to be flooded with debris on it.   TxDOT is patrolling this area.   Roadway is impassable at this time.   Please turn around don't drown.  ,506,-0.119,506,-0.119,5/19/2015 23:54,0,120,,5/19/2015 23:49,5/20/2015 2:00,33.44994029,-98.16873531
112,F,EW,FM2127,N,N,,N,1.702 Miles East of SH0148 on FM2127,,Water over roadway. Water is over the roadway West of Post Oak.   It is impassable at this time.   TxDOT is on scene.   Please turn around don't drown. ,506,-0.298,506,-0.298,5/20/2015 2:09,0,120,,5/20/2015 2:08,5/20/2015 7:00,33.44994411,-98.1718325
113,F,EW,US0380,N,N,,N,0.984 Miles West of FM1156 on US0380,,Water over roadway. Water is over the roadway at the Beans Creek bridge.   Please take exteme caution when going through this area.   ,552,0.258,552,0.258,5/20/2015 2:18,0,120,,5/20/2015 2:17,5/20/2015 5:00,33.17632205,-97.9776422
114,F,NS,SH0148,N,N,,N,4.928 Miles South of FM2127 on SH0148,,Water over roadway. Water is over the roadway north of Trinity River bridge near Pudding Valley Road.   It is impassable at this time.   Please turn around don't drown.   ,230,0.492,230,0.492,5/20/2015 3:32,0,120,,5/20/2015 3:31,5/20/2015 7:00,33.37211774,-98.20542089
115,F,NS,SH0148,N,N,,N,4.928 Miles South of FM2127 on SH0148,,Water over roadway. Water is over the roadway north of Trinity River bridge near Pudding Valley Road.   It is impassable at this time.   Please turn around don't drown.   ,230,0.492,230,0.492,5/20/2015 3:36,0,120,,5/20/2015 3:35,5/20/2015 7:00,33.37211774,-98.20542089
116,F,NS,SH0148,N,N,,N,4.928 Miles South of FM2127 on SH0148,,Water over roadway. Water is over the roadway north of Trinity River bridge near Pudding Valley Road.   It is impassable at this time.   Please turn around don't drown.   ,230,0.492,230,0.492,5/20/2015 6:40,1,120,,5/20/2015 6:39,5/20/2015 12:00,33.37211774,-98.20542089
117,Z,NS,IH0035,N,N,,N,3.163 Miles North of FM1202 on IH0035,,Exit ramp closed. MAIN LANES not affected. Water over roadway. Red River frontage road closed: underpass closed due to flooding. ,504,-0.232,504,-0.232,5/21/2015 8:48,0,49,,5/21/2015 8:46,5/28/2015 17:00,33.72589422,-97.16074255
118,F,NS,FM3206,Y,N,,N,5.322 Miles West of FM0677 on FM3206,,"Motorists should expect delays. Roadway is open, but base is soft.  Please use caution when you go across. ",212,-0.666,212,-0.666,5/22/2015 8:35,1,169,,5/22/2015 8:33,5/25/2015 13:00,33.62628282,-97.60369866
119,F,NS,US0385,Y,N,,N,3  Miles South of FM1412,,Water over roadway. Motorists should expect delays. Water over roadway @ jct.  US 385 and FM 1062 (Milo Center).  Expect delays. ,116,0.378,116,0.378,5/23/2015 7:23,1,59,,5/23/2015 7:18,5/23/2015 17:00,34.98189882,-102.4029121
120,F,NS,FM1719,N,N,,N,2.9  Miles South of SL0335,,Water over roadway. ,102,1.934,102,1.934,5/23/2015 10:16,0,188,,5/23/2015 10:14,5/23/2015 12:00,35.22262548,-101.8840822
121,F,NS,FM1060,N,N,,N,480.48 Feet North of SH0152 on FM1060,,Water over roadway. Travel discouraged. Use alternate routeHIGH WATER ON FM 1060 UNTIL 2 P. M.  ,60,0.753,60,0.753,5/23/2015 10:20,0,171,,5/23/2015 10:15,5/23/2015 14:00,35.85149457,-101.6497452
122,F,EW,SL0335,N,N,,N,0  Miles North of US0060,,Water over roadway. SL335 and US0060,318,-0.1,318,-0.1,5/23/2015 11:26,1,188,,5/23/2015 11:25,5/23/2015 16:00,35.22230369,-101.741607
123,F,NS,SH0136,N,N,,N,15.84 Feet South of FM0293 on SH0136,,Water over roadway. Flooding at intersection of SH136 and FM293,112,0.787,112,0.787,5/23/2015 11:28,1,188,,5/23/2015 11:27,5/23/2015 16:00,35.35312108,-101.6424767
124,F,EW,US0190,N,N,,N,559.68 Feet West of FM0039 on US0190,,Low water crossings are flooding. Water over roadway. Water over roadway on US 190 just befor FM 39 Overpass.   Travel with caution. ,700,-0.49,700,-0.49,5/25/2015 19:34,0,154,,5/25/2015 19:31,5/25/2015 22:00,30.91386047,-96.11236477
125,F,EW,SH0021,N,N,,N,2.413 Miles West of FM2440 on SH0021,,Water over roadway. water crossing roadway.  ,588,0.505,588,0.505,5/25/2015 19:43,1,11,,5/25/2015 19:38,5/25/2015 21:00,30.23264758,-97.06496056
126,F,NS,RM0965,N,N,,N,3.856 Miles West of SH0016 on RM0965,,Water over roadway. Water over road at Crabapple Creek.   Use caution. ,424,-0.115,424,-0.115,5/25/2015 19:48,1,150,,5/25/2015 19:46,5/26/2015 8:00,30.50707652,-98.7499565
127,F,W,FM1488,N,N,,N,0.981 Miles East of US0290 on FM1488,,Water over roadway. ,638,0.502,638,0.502,5/27/2015 7:21,1,237,,5/27/2015 7:13,5/27/2015 9:00,30.10978682,-96.03236135
128,F,NS,FM0359,N,N,,N,2381.28 Feet North of FM3346 on FM0359,,Water over roadway. ,450,-0.362,450,-0.362,5/27/2015 7:23,1,237,,5/27/2015 7:21,5/27/2015 9:00,30.06084258,-96.03751888
129,F,NS,SH0006,N,N,,N,1.529 Miles East of FM0521 on SH0006,,"Water over roadway. Motorists should expect delays. Follow the marked detourWater on roadway at SH 6, north bound down to 2 travel lanes, SH 6 south bound down to 2 travel lanes.  Motorist should proceed with caution. ",706,-4.04,706,-4.04,5/27/2015 7:57,0,20,,5/27/2015 7:52,5/27/2015 17:00,29.4959919,-95.43934477
130,F,NS,SH0006,N,N,,N,1.529 Miles East of FM0521 on SH0006,,"Water over roadway. Motorists should expect delays. Follow the marked detourWater on roadway at SH 6, north bound down to 2 travel lanes, SH 6 south bound down to 2 travel lanes.  Motorist should proceed with caution. ",706,-4.04,706,-4.04,5/27/2015 7:59,0,20,,5/27/2015 7:58,5/27/2015 17:00,29.4959919,-95.43934477
131,F,NS,SH0159,Y,N,,N,755.04 Feet North of FM1291 on SH0159,,"Water over roadway. Water over SH-159, just North of Fayetteville, but it is PASSABLE. ",612,-0.969,612,-0.969,5/27/2015 8:10,1,76,,5/27/2015 8:02,5/27/2015 11:00,29.90801478,-96.67122088
132,Z,NS,SH0008,Y,Y,,N,6.68 Miles North of IH0030 on SH0008,,The roadway is closed due to flooding. Motorists should expect delays. Use alternate routeRoadway is closed due to flooding,202,0.052,202,0.052,5/28/2015 17:05,0,19,,5/28/2015 17:02,5/29/2015 18:15,33.56840229,-94.41307445
133,Z,NS,IH0035,N,N,,N,1.8  Miles South of FM1202,,Exit ramp closed. MAIN LANES not affected. Water over roadway. Red River frontage road closed: underpass closed due to flooding,504,-0.23,504,-0.23,5/28/2015 21:42,1,49,,5/28/2015 21:40,6/1/2015 9:00,33.72591898,-97.16072355
134,Z,NS,FM0066,N,N,,N,1.112 Miles East of FM0308 on FM0066,,The roadway is closed due to high water. ,584,0.67,584,0.67,5/29/2015 7:59,1,71,,5/29/2015 7:58,5/29/2015 13:15,32.27668655,-97.00479277
135,Z,NS,IH0035,N,N,,N,0.2  Miles South of FM1307,,"Frontage road only, main lanes are open. Low water crossings are flooding. MAIN LANES not affected. Water is over the service road, but main lanes are unaffected.   Motorists should use alternate route.  Please do not travel across high water. ",486,-0.47,486,-0.47,5/29/2015 8:24,0,49,,5/29/2015 8:22,6/1/2015 17:00,33.47063705,-97.16327622
136,F,W,SS0348,N,N,,N,63.36 Feet West of SL0012 on SS0348,,Water over roadway. Westbound lanes are closed at Loop 12 for flooding,580,1.196,580,1.196,5/29/2015 16:20,1,57,,5/29/2015 15:58,5/30/2015 18:00,32.86464491,-96.90033546
137,Z,EW,FM1386,N,N,,N,0.7  Miles East of FM1322,,The roadway is closed due to high water. ,544,0.644,544,0.644,4/24/2015 13:42,0,28,,4/24/2015 13:40,4/24/2015 16:00,29.70126232,-97.5757744
138,Z,EW,FM1977,Y,N,,N,0.9  Miles East of FM0621,,The roadway is closed due to high water. ,534,0.564,534,0.564,4/24/2015 13:43,0,28,,4/24/2015 13:42,4/24/2015 16:00,29.78943376,-97.82404395
139,Z,EW,FM1386,N,N,,N,0.7  Miles East of FM1322,,The roadway is closed due to high water. ,544,0.644,544,0.644,4/24/2015 14:42,0,28,,4/24/2015 14:41,4/24/2015 18:00,29.70126232,-97.5757744
140,Z,EW,FM3158,N,N,,N,0.5  Miles North of FM0086,,The roadway is closed due to high water. ,474,-0.083,474,-0.083,4/24/2015 14:44,0,28,,4/24/2015 14:43,4/24/2015 18:00,29.80314446,-97.55694144
141,Z,NS,FM3158,N,N,,N,1879.68 Feet East of FM0086 on FM3158,,The roadway is closed due to high water. ,474,0.205,474,0.205,4/25/2015 4:56,0,28,,4/25/2015 4:54,4/25/2015 12:00,29.80727211,-97.55750931
142,F,EW,FM0696,Y,N,,N,2.254 Miles North of US0290 on FM0696,,Low water crossings are flooding. Big Sandy Creek has water crossing,566,0.011,566,0.011,5/6/2015 6:40,0,11,,5/6/2015 6:38,5/6/2015 17:00,30.33489982,-97.28447996
143,F,EW,US0180,Y,Y,,N,1.801 Miles West of SH0137 on US0180,,"Water over roadway. US 180 west of Lamesa is closed due to high water, use alternate route",286,0.634,286,0.634,5/6/2015 8:09,0,58,,5/6/2015 8:03,5/13/2015 8:00,32.73090477,-101.9920897
144,Z,NS,FM0178,Y,Y,,N,5.108 Miles South of US0180 on FM0178,,"The roadway is closed due to flooding. FM 178 South of Midway at the S curve is closed due to high water, use alternate route. ",290,-0.041,290,-0.041,5/6/2015 8:15,1,58,,5/6/2015 8:15,5/13/2015 8:00,32.65673096,-101.7768894
145,F,NS,SH0101,N,N,,N,897.6 Feet North of FM3264 on SH0101,,Water over roadway. Travel discouraged. Water is over the road at Montague and Wise County Line.  ,226,-0.129,226,-0.129,5/7/2015 9:49,1,169,,5/7/2015 9:45,5/7/2015 12:00,33.43512942,-97.79670047
146,F,NS,SH0101,N,N,,N,797.28 Feet North of FM3264 on SH0101,,Water over roadway. Travel discouraged. Water is over the road on SH101 at the Montague/Wise County Line.  Water continues to rise.  Travel is discouraged on this roadway until the water subsides. ,226,-0.11,226,-0.11,5/7/2015 12:59,1,169,,5/7/2015 12:56,5/7/2015 18:30,33.4349576,-97.7969581
147,F,NS,SH0101,N,N,,N,797.28 Feet North of FM3264 on SH0101,,Water over roadway. Travel discouraged. Water is over the road on SH101 at the Montague/Wise County Line.  Water continues to rise.  Travel is discouraged on this roadway until the water subsides. ,226,-0.11,226,-0.11,5/7/2015 13:15,1,169,,5/7/2015 12:56,5/7/2015 18:30,33.4349576,-97.7969581
148,Z,EW,US0180,Y,Y,,N,1.801 Miles West of SH0137 on US0180,,"The roadway is closed due to high water. US 180 west of Lamesa is closed due to high water, follow marked detour. ",286,0.634,286,0.634,5/7/2015 14:07,1,58,,5/7/2015 14:05,5/14/2015 8:00,32.73090477,-101.9920897
149,F,EW,US0080,N,N,,N,1.225 Miles East of FM3379 on US0080,,Water over roadway. Travel discouraged. Motorists should expect delays. ,804,-0.956,804,-0.956,5/8/2015 8:26,1,103,,5/8/2015 8:24,5/8/2015 11:00,32.541719,-94.41498889
150,F,EW,FM0449,N,N,,N,1.47 Miles West of SL0390 on FM0449,,Water over roadway. Travel discouraged. Motorists should expect delays. ,728,-0.354,728,-0.354,5/8/2015 8:28,1,103,,5/8/2015 8:26,5/8/2015 11:00,32.54986993,-94.41966042
151,F,EW,FM0449,N,N,,N,4.489 Miles East of FM0450 on FM0449,,Water over roadway. Travel discouraged. Motorists should expect delays. ,722,-0.399,722,-0.399,5/8/2015 8:29,1,103,,5/8/2015 8:28,5/8/2015 11:00,32.58102479,-94.51389063
152,F,NS,US0059,N,N,,N,1166.88 Feet North of FM0031 on US0059,,Water over roadway. Travel discouraged. Motorists should expect delays. ,284,-0.206,284,-0.206,5/8/2015 8:33,1,103,,5/8/2015 8:31,5/8/2015 9:00,32.54491284,-94.3501644
153,F,EW,FM0449,N,N,,N,2069.76 Feet East of FM0450 on FM0449,,Water over roadway. Travel discouraged. Motorists should expect delays. ,718,-0.483,718,-0.483,5/8/2015 8:35,1,103,,5/8/2015 8:33,5/8/2015 11:00,32.60054616,-94.57765756
154,F,EW,SH0154,N,N,,N,5.671 Miles South of FM2208 on SH0154,,Water over roadway. Travel discouraged. Motorists should expect delays. ,758,0.92,758,0.92,5/8/2015 8:47,1,103,,5/8/2015 8:44,5/8/2015 11:00,32.60730453,-94.49380758
155,F,NS,FM0989,N,N,,N,2.4  Miles North of US0067,,Water over roadway. Travel discouraged. ,214,1.5,214,1.5,5/11/2015 5:32,0,19,,5/11/2015 5:31,5/11/2015 8:30,33.40712943,-94.11816193
156,F,EW,US0082,N,N,,N,0.3  Miles West of FM0989,,Water over roadway. Travel discouraged. ,794,-0.5,794,-0.5,5/11/2015 5:33,0,19,,5/11/2015 5:32,5/11/2015 8:30,33.44395062,-94.14802908
157,F,NS,FM2878,N,N,,N,1.6  Miles South of FM0989,,Water over roadway. Travel discouraged. ,210,1.5,210,1.5,5/11/2015 5:36,0,19,,5/11/2015 5:35,5/11/2015 8:30,33.46424557,-94.1180363
158,F,NS,SH0093,N,N,,N,0.1  Miles South of US0082,,Water over roadway. ,212,-0.1,212,-0.1,5/11/2015 5:37,0,19,,5/11/2015 5:36,5/11/2015 8:30,33.43919886,-94.06392172
159,F,EW,US0082,N,N,,N,4.3  Miles West of FM2148,,Water over roadway. Travel discouraged. ,792,4.2,792,4.2,5/11/2015 5:54,1,19,,5/11/2015 5:53,5/11/2015 10:00,33.44348108,-94.10187009
160,F,NS,FM1398,N,N,,N,3.1  Miles North of IH0030,,Water over roadway. Travel discouraged. ,218,1,218,1,5/11/2015 5:55,0,19,,5/11/2015 5:53,5/11/2015 10:00,33.4811664,-94.22097731
161,F,NS,US0059,Y,N,,N,322.08 Feet North of IH0020 on US0059,,Water over roadway. Travel discouraged. Motorists should expect delays. ,288,-0.466,288,-0.466,5/11/2015 6:01,0,103,,5/11/2015 5:57,5/11/2015 10:00,32.49199221,-94.35857299
162,F,EW,US0080,N,N,,N,2444.64 Feet East of FM3379 on US0080,,Water over roadway. Travel discouraged. Motorists should expect delays. ,802,0.281,802,0.281,5/11/2015 6:13,0,103,,5/11/2015 6:09,5/11/2015 10:00,32.53545435,-94.42575577
163,F,EW,FM0968,N,N,,N,1.256 Miles East of FM3251 on FM0968,,Water over roadway. Travel discouraged. Motorists should expect delays. ,726,0.98,726,0.98,5/11/2015 6:15,0,103,,5/11/2015 6:13,5/11/2015 10:00,32.50881869,-94.45236496
164,F,EW,FM0449,N,N,,N,1.533 Miles West of SL0390 on FM0449,,Water over roadway. Travel discouraged. Motorists should expect delays. ,728,-0.417,728,-0.417,5/11/2015 6:21,0,103,,5/11/2015 6:18,5/11/2015 10:00,32.54991511,-94.42074348
165,F,EW,FM0449,N,N,,N,0.846 Miles East of FM0450 on FM0449,,Water over roadway. Travel discouraged. Motorists should expect delays. ,718,-0.029,718,-0.029,5/11/2015 6:34,0,103,,5/11/2015 6:28,5/11/2015 10:00,32.59938367,-94.56998419
166,Z,NS,IH0035,N,N,,N,3.163 Miles North of FM1202 on IH0035,,Exit ramp closed. MAIN LANES not affected. Water over roadway. Red River frontage road closed: underpass closed due to flooding. ,504,-0.232,504,-0.232,5/12/2015 10:12,0,49,,5/12/2015 10:11,5/14/2015 17:00,33.72589422,-97.16074255
167,F,EW,SL0076,N,N,,N,417.12 Feet East of US0087 on SL0076,,Low water crossings are flooding. Water over roadway. Water over roadway. ,254,1.513,254,1.513,5/13/2015 8:08,0,153,,5/13/2015 8:05,6/1/2015 18:00,32.96219175,-101.8439069
168,F,NS,FM3112,N,N,,N,58.08 Feet North of FM2053 on FM3112,,Low water crossings are flooding. Water over roadway. Water over roadway. ,252,0.803,252,0.803,5/13/2015 8:15,0,153,,5/13/2015 8:11,6/1/2015 18:00,32.97842582,-101.9122373
169,F,EW,FM0261,N,N,,N,2.05 Miles East of FM0651 on FM0261,,Water over roadway. Travel with caution,332,0.035,332,0.035,5/15/2015 2:24,1,54,,5/15/2015 2:20,5/15/2015 16:00,33.40838236,-101.1653224
170,F,EW,US0082,N,N,,N,1.64 Miles West of FM2591 on US0082,,Water over roadway. Travel with caution. ,348,0.901,348,0.901,5/15/2015 2:30,1,54,,5/15/2015 2:29,5/15/2015 16:00,33.65735404,-101.2026887
171,F,NS,FM0141,N,N,,N,2.423 Miles North of FM1697 on FM0141,,Water over roadway. water over roadway,438,-0.644,438,-0.644,5/15/2015 6:55,0,144,,5/15/2015 6:54,5/16/2015 8:00,30.32720979,-96.79116819
172,F,NS,US0087,N,N,,N,1.763 Miles West of FM2542 on US0087,,Water over roadway. ,770,0.153,770,0.153,5/15/2015 14:58,0,62,,5/15/2015 14:40,5/15/2015 17:00,29.13531567,-97.42755372
173,F,EW,FM0145,N,N,,N,2.453 Miles West of FM0400 on FM0145,,Water over roadway. ,308,0.032,308,0.032,5/16/2015 16:49,0,219,,5/16/2015 17:00,5/17/2015 11:45,34.37537292,-101.688346
174,F,EW,FM0145,N,N,,N,2.453 Miles West of FM0400 on FM0145,,Water over roadway. Water over roadway.  Travel with caution. ,308,0.032,308,0.032,5/16/2015 17:13,0,219,,5/16/2015 17:10,5/17/2015 11:45,34.37537292,-101.688346
175,Z,NS,FM0957,N,N,,N,1.5  Miles North of US0090,,The roadway is closed due to flooding. The roadway is closed due to high water. FM-957 is CLOSED at the West Navidad River due to high water. ,480,-0.556,480,-0.556,5/18/2015 13:33,0,76,,5/18/2015 13:32,5/18/2015 17:00,29.66497128,-96.92379488
176,F,NS,FM0134,N,N,,N,1.407 Miles North of US0080 on FM0134,,Water over roadway. ,290,0.005,290,0.005,5/18/2015 22:31,1,103,,5/18/2015 22:27,5/19/2015 9:00,32.4961178,-94.09815867
177,F,NS,FM1624,N,N,,N,4.464 Miles West of SL0123 on FM1624,,Water over roadway. road closed due to high water. ,432,0.464,432,0.464,5/19/2015 6:06,0,144,,5/19/2015 6:05,5/19/2015 17:00,30.38014406,-97.07211488
178,F,NS,FM0141,Y,Y,,N,1.992 Miles North of FM1697 on FM0141,,Water over roadway. road closed. ,438,-0.213,438,-0.213,5/19/2015 6:09,0,144,,5/19/2015 6:06,5/19/2015 17:00,30.32221749,-96.78686899
179,F,EW,FM2127,N,N,,N,1.702 Miles East of SH0148 on FM2127,,Water over roadway. Water is over the roadway West of Post Oak.   It is impassable at this time.   TxDOT is on scene.   Please turn around don't drown. ,506,-0.298,506,-0.298,5/20/2015 0:00,0,120,,5/19/2015 23:57,5/20/2015 3:00,33.44994411,-98.1718325
180,F,NS,SH0148,N,N,,N,0.936 Miles North of FM2127 on SH0148,,Water over roadway. On SH 148 at the Clay County Line there is water over the roadway.   This area is impassable at this time.   Please turn around don't drown. ,224,0.719,224,0.719,5/20/2015 0:09,0,120,,5/20/2015 0:08,5/20/2015 4:00,33.45633474,-98.19710047
181,F,EW,US0380,N,N,,N,1.61 Miles East of FM1156 on US0380,,Water over roadway. The water has receded in most areas on US 380.   The water at Beans Creek is rising.   TxDOT is monitoring this area.   ,554,0.814,554,0.814,5/20/2015 1:36,0,120,,5/20/2015 1:34,5/20/2015 4:00,33.163518,-97.94032388
182,F,EW,FM2190,N,N,,N,3.874 Miles East of US0281 on FM2190,,Water over roadway. Water is over the roadway at the bridge on FM 2190 near Lynn Creek Road.   Please do not travel this way due to roadway is impassable. ,0502A,-0.147,0502A,-0.147,5/20/2015 3:04,0,120,,5/20/2015 3:01,5/20/2015 7:00,33.35793262,-98.30037282
183,F,NS,SH0148,N,N,,N,0.936 Miles North of FM2127 on SH0148,,Water over roadway. On SH 148 at the Clay County Line there is water over the roadway.   This area is impassable at this time.   Please turn around don't drown. ,224,0.719,224,0.719,5/20/2015 3:37,0,120,,5/20/2015 3:36,5/20/2015 7:00,33.45633474,-98.19710047
184,F,NS,SH0101,N,N,,N,0.546 Miles East of FM3264 on SH0101,,Water over roadway. Travel discouraged. Motorists should expect delays. High water over the roadway on SH101 at the Montague/Wise County lines.  TxDOT flaggers are at the scene.  Please use alternate route if possible.  Please exercise caution when you encounter water over any roadway.  Turn around and don't drown. ,226,-0.505,226,-0.505,5/20/2015 6:15,1,169,,5/20/2015 6:10,5/20/2015 12:30,33.43832903,-97.79142264
185,F,EW,FM2190,N,N,,N,2.851 Miles East of US0281 on FM2190,,Water over roadway. Water is over the roadway.   TxDOT is on scene.   Area is impassable at this time.   Please take caution.   Turn around don't drown. ,0500A,0.829,0500A,0.829,5/20/2015 6:39,1,120,,5/20/2015 6:37,5/20/2015 12:00,33.36137259,-98.31715561
186,F,NS,SH0148,N,N,,N,0.936 Miles North of FM2127 on SH0148,,Water over roadway. On SH 148 at the Clay County Line there is water over the roadway.   This area is impassable at this time.   Please turn around don't drown. ,224,0.719,224,0.719,5/20/2015 6:44,1,120,,5/20/2015 6:43,5/20/2015 12:00,33.45633474,-98.19710047
187,Z,NS,IH0035,Y,Y,,N,1203.84 Feet South of FM1307 on IH0035,,"Frontage road only, main lanes are open. MAIN LANES not affected. The roadway is closed due to flooding. Flood waters on the southbound service road only.  Main lanes are open. ",486,-0.449,486,-0.449,5/20/2015 7:38,0,49,,5/20/2015 7:45,5/21/2015 17:00,33.47094191,-97.16324018
188,Z,NS,IH0035,N,N,,N,0.2  Miles South of FM1307,,"Frontage road only, main lanes are open. Low water crossings are flooding. MAIN LANES not affected. Water is over the service road, but main lanes are unaffected",486,-0.467,486,-0.467,5/20/2015 7:44,0,49,,5/20/2015 7:45,5/21/2015 17:00,33.4706806,-97.16327107
189,Z,NS,IH0035,N,N,,N,0.2  Miles South of FM1307,,"Frontage road only, main lanes are open. Low water crossings are flooding. MAIN LANES not affected. Water is over the service road, but main lanes are unaffected. ",486,-0.467,486,-0.467,5/21/2015 8:49,0,49,,5/21/2015 8:48,5/26/2015 17:00,33.4706806,-97.16327107
